lic_no,patron_nm,descr,eff_date,exp_date,descr,work_phn_no,dba_nm,compute_0009,compute_0010,long_descr
20140001195,VIET TRADE USA CORP LTD,Liquor On Sale - 2 AM Closing,2/13/2015 00:00:00,12/1/2015 00:00:00,Active Pending Ren,,TRACKS BAR & GRILL,1964 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3432",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20140002976,DAKOTA COOKS LLC,Liquor On Sale - 2 AM Closing,12/30/2014 00:00:00,10/1/2016 00:00:00,Active            ,6513321010,VIEUX CARRE,408 ST PETER ST ,"ST PAUL, MN 55102-1130",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016290,ANDCHI INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,2/29/2016 00:00:00,Active            ,6517723355,VOGEL'S LOUNGE,1112 ARCADE ST ,"ST PAUL, MN 55106-2614",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20110004604,THE PALACE OF ST PAUL LLC,Liquor On Sale - 2 AM Closing,12/1/2011 00:00:00,12/1/2015 00:00:00,Active Pending Ren,6512248181,WILD TYMES,33 7TH PLACE W ,"ST PAUL, MN 55102",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0096027,RICHARD A DEFOE ENTERPRISES INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,6/4/2016 00:00:00,Active            ,6514898466,WILEBSKI'S BLUES SALOON,1638 RICE ST ,"ST PAUL, MN 55117-3756",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20140003000,TWIN CITY BEER BARONS LLC,Liquor On Sale - 2 AM Closing,12/8/2014 00:00:00,12/8/2015 00:00:00,Pending           ,,WORLD OF BEER,356 SIBLEY ST ,"ST PAUL, MN 55101",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20000003747,SAINT PAUL ARENA COMPANY LLC,Liquor On Sale - 2 AM Closing,8/13/2003 00:00:00,7/1/2016 00:00:00,Active            ,6516026023,XCEL ENERGY/RIVERCENTRE/ROY WILKINS,199 KELLOGG BLVD W ,"ST PAUL, MN 55102",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20080000081,BONFIRE RESTAURANT COMPANY LLC,Liquor On Sale - 291 or more Seats,4/4/2009 00:00:00,4/4/2016 00:00:00,Active            ,6513121299,AXEL'S BONFIRE,850 GRAND AVE ,"ST PAUL, MN 55105-3397",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20120003964,BEDLAM THEATRE,Liquor On Sale - 291 or more Seats,5/16/2014 00:00:00,5/14/2016 00:00:00,Active            ,6123411038,BEDLAM THEATRE,213 4TH ST E ,"ST PAUL, MN 55101-1603",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0018526,BILCO INC,Liquor On Sale - 291 or more Seats,6/13/2009 00:00:00,6/21/2016 00:00:00,Active            ,6512929140,BILLY'S ON GRAND,857 GRAND AVE ,"ST PAUL, MN 55105-3398",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20140003650,LOWRY KITCHEN & BAR LLC,Liquor On Sale - 291 or more Seats,2/12/2015 00:00:00,2/12/2016 00:00:00,Pending           ,6514927676,BOOKMAKERS,345 WABASHA ST N ,"ST PAUL, MN 55102-1432",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0032727,BUCA RESTAURANTS 2 INC,Liquor On Sale - 291 or more Seats,3/31/2008 00:00:00,7/1/2016 00:00:00,Active            ,6516903292,BUCA DI BEPPO,2728 GANNON ROAD ,"ST PAUL, MN 55116-2642",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0071389,CHRISTOS TWO LLC,Liquor On Sale - 291 or more Seats,8/1/2008 00:00:00,8/1/2016 00:00:00,Active            ,6512246000,CHRISTO'S GREEK RESTAURANT,214 4TH ST E ,"ST PAUL, MN 55101-6100",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20080000874,CITY OF ST PAUL PARKS & REC,Liquor On Sale - 291 or more Seats,7/23/2008 00:00:00,7/23/2016 00:00:00,Active            ,6514872121,COMO ZOO & CONSERVATORY,1225 ESTABROOK DRIVE ,"ST PAUL, MN 55103-1060",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0016386,COSSETTA'S INC.,Liquor On Sale - 291 or more Seats,1/31/2013 00:00:00,1/31/2016 00:00:00,Active            ,6512223476,COSSETTA'S,211 7TH ST W ,"ST PAUL, MN 55102-2520",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20130000648,11 EAST KELLOGG BOULEVARD LLC,Liquor On Sale - 291 or more Seats,4/7/2013 00:00:00,4/7/2016 00:00:00,Active            ,,CROWNE PLAZA SAINT PAUL RIVERFRONT HOTEL,11 KELLOGG BLVD E ,"ST PAUL, MN 55101-1005",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20020001517,MONKEY BOYS INC,Liquor On Sale - 291 or more Seats,5/1/2008 00:00:00,5/1/2016 00:00:00,Active            ,6512227345,DIXIE'S BAR & SMOKEHOUSE GRILL / SAJI-YA,695 GRAND AVE ,"ST PAUL, MN 55105-3422",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20130000646,411 MINNESOTA STREET LLC,Liquor On Sale - 291 or more Seats,4/7/2013 00:00:00,4/7/2016 00:00:00,Active            ,,DOUBLETREE BY HILTON SAINT PAUL,411 MINNESOTA ST ,"ST PAUL, MN 55101-1703",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
19990007059,ELEMENTS FOOD SERVICE INC,Liquor On Sale - 291 or more Seats,2/1/2008 00:00:00,2/1/2016 00:00:00,Active            ,6512920034,ELEMENTS CAFE,120 KELLOGG BLVD W ,"ST PAUL, MN 55102-1208",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20120002528,SMAKEM ST PAUL LLC,Liquor On Sale - 291 or more Seats,7/30/2012 00:00:00,5/31/2016 00:00:00,Active            ,6512245400,EMBASSY SUITES ST PAUL - DOWNTOWN,175 10TH ST E ,"ST PAUL, MN 55101-2352",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20120000829,TRUSTEES OF THE HAMLINE UNIVERSITY OF MN,Liquor On Sale - 291 or more Seats,6/1/2012 00:00:00,9/1/2016 00:00:00,Active            ,6515232203,HAMLINE UNIVERSITY,1536 HEWITT AVE ,"ST PAUL, MN 55104-1205",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20060001190,J & W LODGING LLC,Liquor On Sale - 291 or more Seats,6/7/2008 00:00:00,6/2/2016 00:00:00,Active            ,6517312220,HOLIDAY INN ST PAUL EAST,2201 BURNS AVE ,"ST PAUL, MN 55119-6667",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20140000216,JOSEPH'S GRILL INC,Liquor On Sale - 291 or more Seats,3/31/2014 00:00:00,3/31/2016 00:00:00,Active            ,6512222435,JOSEPH'S GRILL,140 WABASHA ST S ,"ST PAUL, MN 55107",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
19990007185,RESTAURANTS UNLIMITED INC,Liquor On Sale - 291 or more Seats,10/1/2008 00:00:00,8/15/2016 00:00:00,Active            ,6516029000,"KINCAID'S FISH, CHOP & STEAK HOUSE",380 ST PETER ST ,"ST PAUL, MN 55102",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0015773,MANCINI BAR INC,Liquor On Sale - 291 or more Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6512247345,MANCINI'S CHAR HOUSE,531 7TH ST W ,"ST PAUL, MN 55102-3641",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20130001003,MINTAHOE INC,Liquor On Sale - 291 or more Seats,6/6/2013 00:00:00,2/21/2016 00:00:00,Active            ,6127674100,MINTAHOE CATERING & EVENTS,255 6TH ST E ,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0016246,O'GARA'S BAR & GRILL INC,Liquor On Sale - 291 or more Seats,2/28/2008 00:00:00,2/28/2016 00:00:00,Active            ,6516443333,O'GARA'S BAR & GRILL,164 SNELLING AVE N ,"ST PAUL, MN 55108",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20000003749,PARK HOLDINGS LLC,Liquor On Sale - 291 or more Seats,7/1/2008 00:00:00,7/1/2016 00:00:00,Active            ,6516026023,PARK HOLDINGS LLC,317 WASHINGTON ST ,"ST PAUL, MN 55102-1609",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0016366,PAT MCGOVERN'S INC,Liquor On Sale - 291 or more Seats,2/28/2008 00:00:00,2/29/2016 00:00:00,Active            ,6512245821,PATRICK MCGOVERN'S PUB,225 7TH ST W ,"ST PAUL, MN 55102-2522",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20150000314,LEVY PREMIUM FOODSERVICE LP,Liquor On Sale - 291 or more Seats,3/18/2015 00:00:00,3/18/2016 00:00:00,Active            ,6512889896,PROFESSIONAL SPORTS CATERING,360 BROADWAY ST ,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20150000044,LEXINGTON RESTAURANT GROUP LLC,Liquor On Sale - 291 or more Seats,3/7/2015 00:00:00,3/7/2016 00:00:00,Pending           ,6512225878,THE LEXINGTON,1096 GRAND AVE ,"ST PAUL, MN 55105-3001",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0013412,350 MARKET STREET LLC,Liquor On Sale - 291 or more Seats,7/1/2008 00:00:00,7/1/2016 00:00:00,Active            ,6512929292,THE ST PAUL HOTEL,350 MARKET ST ,"ST PAUL, MN 55102-1430",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20130004840,TURF CLUB LLC,Liquor On Sale - 291 or more Seats,12/16/2013 00:00:00,1/1/2016 00:00:00,Active            ,6123388388,THE TURF CLUB,1601 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3820",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0017479,THE UNIVERSITY CLUB OF ST PAUL,Liquor On Sale - 291 or more Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6512221751,THE UNIVERSITY CLUB DOWNTOWN,340 CEDAR ST ,"ST PAUL, MN 55101-1100",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0014348,THE UNIVERSITY CLUB OF ST PAUL,Liquor On Sale - 291 or more Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6512221751,THE UNIVERSITY CLUB OF ST PAUL,420 SUMMIT AVE ,"ST PAUL, MN 55102-2624",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
0016111,TOWN & COUNTRY CLUB OF ST PAUL MINNESOTA,Liquor On Sale - 291 or more Seats,2/28/2008 00:00:00,2/29/2016 00:00:00,Active            ,6516467121,TOWN & COUNTRY CLUB,300 MISSISSIPPI RIVER BLVD N ,"ST PAUL, MN 55104-5607",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20110002908,UNIVERSITY OF ST THOMAS,Liquor On Sale - 291 or more Seats,2/1/2012 00:00:00,1/31/2016 00:00:00,Active            ,6519626066,UNIVERSITY OF ST THOMAS,2115 SUMMIT AVE ,"ST PAUL, MN 55105-1048",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20000003747,SAINT PAUL ARENA COMPANY LLC,Liquor On Sale - 291 or more Seats,7/1/2008 10:59:38,7/1/2016 10:59:38,Active            ,6516026023,XCEL ENERGY/RIVERCENTRE/ROY WILKINS,199 KELLOGG BLVD W ,"ST PAUL, MN 55102",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 291 or more seats.
20140003751,EAST SIDE INDUSTRIES INC,Liquor On Sale - Sunday,2/22/2015 00:00:00,2/22/2016 00:00:00,Pending           ,,7TH STREET SALOON,1179 7TH ST E ,"ST PAUL, MN 55106-4013",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
19980003430,BAISI INC,Liquor On Sale - Sunday,12/1/1998 00:00:00,12/1/2015 00:00:00,Active Pending Ren,6512247717,ALARY'S,139 7TH ST E ,"ST PAUL, MN 55101-2333",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130005423,ST PAUL HOSPITALITY SYSTEMS LLC,Liquor On Sale - Sunday,10/21/2015 00:00:00,9/15/2016 00:00:00,Active            ,6128772702,AMERICAN BURGER BAR,354 WABASHA ST N ,"ST PAUL, MN 55102-1418",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20110002591,AMSTERDAM LLC,Liquor On Sale - Sunday,8/26/2011 00:00:00,8/1/2016 00:00:00,Active            ,6126696915,AMSTERDAM BAR & HALL,6 6TH ST W ,"ST PAUL, MN 55102",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016204,BRAM CORPORATION,Liquor On Sale - Sunday,12/27/1993 00:00:00,2/29/2016 00:00:00,Active            ,6517749207,ARCADE BAR,932 ARCADE ST ,"ST PAUL, MN 55106-3851",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0061437,ARCADE PHALEN AMERICAN LEGION POST #577,Liquor On Sale - Sunday,9/1/1990 00:00:00,8/31/2016 00:00:00,Active Pending Ren,6517718778,ARCADE PHALEN AMERICAN LEGION POST #577,1129 ARCADE ST ,"ST PAUL, MN 55106-2613",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0054523,METRO BAR & GRILL INC,Liquor On Sale - Sunday,12/1/1992 00:00:00,12/31/2015 00:00:00,Active            ,6516425975,ARNELLIA'S,1183 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4124",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20080000081,BONFIRE RESTAURANT COMPANY LLC,Liquor On Sale - Sunday,4/4/2008 00:00:00,4/4/2016 00:00:00,Active            ,6513121299,AXEL'S BONFIRE,850 GRAND AVE ,"ST PAUL, MN 55105-3397",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150000267,BAD WEATHER BREWING COMPANY LLC,Liquor On Sale - Sunday,10/1/2015 00:00:00,4/7/2016 00:00:00,Active            ,6128052003,BAD WEATHER BREWERY,414 7TH ST W ,"ST PAUL, MN 55102-2733",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20120004741,BANG BREWING COMPANY LLC,Liquor On Sale - Sunday,11/12/2014 00:00:00,8/15/2016 00:00:00,Active            ,6124145445,BANG BREWING COMPANY,2320 CAPP ROAD ,"ST PAUL, MN 55114",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20110001529,BARRIO HOLDINGS LLC,Liquor On Sale - Sunday,6/1/2011 00:00:00,7/1/2016 00:00:00,Active            ,6512223250,BARRIO TEQUILA BAR,235 6TH ST E ,"ST PAUL, MN 55114-1717",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20100000617,L & E OF ST PAUL INC,Liquor On Sale - Sunday,7/27/2010 00:00:00,7/26/2016 00:00:00,Active            ,6513289014,BAY STREET GRILL AND BAR,731 RANDOLPH AVE ,"ST PAUL, MN 55102-3413",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20120003964,BEDLAM THEATRE,Liquor On Sale - Sunday,5/14/2014 00:00:00,5/14/2016 00:00:00,Active            ,6123411038,BEDLAM THEATRE,213 4TH ST E ,"ST PAUL, MN 55101-1603",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20060002522,BENNETT RESTAURANT COMPANY LLC,Liquor On Sale - Sunday,8/1/2006 00:00:00,8/1/2016 00:00:00,Active            ,6512281408,BENNETT'S CHOP AND RAILHOUSE,1305 7TH ST W ,"ST PAUL, MN 55102-4135",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070004407,PACIFIC LODGING LLC,Liquor On Sale - Sunday,10/4/2011 00:00:00,9/16/2016 00:00:00,Active            ,6516471637,BEST WESTERN BANDANA SQUARE,1010 BANDANA BLVD W ,"ST PAUL, MN 55108-5107",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0018526,BILCO INC,Liquor On Sale - Sunday,6/13/1990 00:00:00,6/21/2016 00:00:00,Active            ,6512929140,BILLY'S ON GRAND,857 GRAND AVE ,"ST PAUL, MN 55105-3398",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0068396,RENTIEL INC,Liquor On Sale - Sunday,2/15/1989 00:00:00,4/30/2016 00:00:00,Active            ,6512930608,BILLY'S VICTORIAN BAR,859 THOMAS AVE ,"ST PAUL, MN 55104-2750",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016190,BOCA CHICA INC,Liquor On Sale - Sunday,2/18/1997 00:00:00,4/30/2016 00:00:00,Active            ,6512228499,BOCA CHICA,11 CESAR CHAVEZ ST ,"ST PAUL, MN 55107-2225",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140003650,LOWRY KITCHEN & BAR LLC,Liquor On Sale - Sunday,2/12/2015 00:00:00,2/12/2016 00:00:00,Pending           ,6514927676,BOOKMAKERS,345 WABASHA ST N ,"ST PAUL, MN 55102-1432",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016222,B H & M INC,Liquor On Sale - Sunday,7/19/1996 00:00:00,4/30/2016 00:00:00,Active            ,6514885694,BORN'S DUTCH BAR,899 RICE ST ,"ST PAUL, MN 55117-5424",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0032727,BUCA RESTAURANTS 2 INC,Liquor On Sale - Sunday,4/1/1994 00:00:00,7/1/2016 00:00:00,Active            ,6516903292,BUCA DI BEPPO,2728 GANNON ROAD ,"ST PAUL, MN 55116-2642",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130000167,BLAZIN WINGS INC,Liquor On Sale - Sunday,6/14/2013 00:00:00,7/1/2016 00:00:00,Active            ,6516442638,BUFFALO WILD WINGS,80 SNELLING AVE N ,"ST PAUL, MN 55104-6725",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20100002266,BURGER MOE'S INC,Liquor On Sale - Sunday,6/15/2010 00:00:00,6/15/2016 00:00:00,Active            ,6514029244,BURGER MOE'S,242 7TH ST W ,"ST PAUL, MN 55104-3549",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130004023,BURNING BROTHERS BREWING LLC,Liquor On Sale - Sunday,11/25/2014 00:00:00,3/1/2016 00:00:00,Active            ,6514448882,BURNING BROTHERS BREWING,1750 THOMAS AVE ,"ST PAUL, MN 55104-1717",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20020000516,BIAGGIO INC,Liquor On Sale - Sunday,6/25/2007 00:00:00,6/14/2016 00:00:00,Active            ,6519177997,CAFFE BIAGGIO,2356 UNIVERSITY AVE W ,"ST PAUL, MN 55114-1802",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070001039,THE SHOE FACTORY LLC,Liquor On Sale - Sunday,6/11/2007 00:00:00,5/25/2016 00:00:00,Active            ,6512902290,CAMP BAR TWIN CITIES,490 ROBERT ST N ,"ST PAUL, MN 55101-2246",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20100003374,CHECKER BAR INC,Liquor On Sale - Sunday,3/30/2011 00:00:00,2/1/2016 00:00:00,Active            ,6517721020,CHECKER BAR,992 ARCADE ST ,"ST PAUL, MN 55106-3202",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
19990001983,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,Liquor On Sale - Sunday,2/6/2000 00:00:00,6/4/2016 00:00:00,Active Pending Ren,6516991000,CHIPOTLE MEXICAN GRILL #128,2082 FORD PKWY ,"ST PAUL, MN 55116",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20000003253,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,Liquor On Sale - Sunday,1/17/2001 00:00:00,9/30/2016 00:00:00,Active            ,6516991000,CHIPOTLE MEXICAN GRILL #128,29 5TH ST W ,"ST PAUL, MN 55102-1402",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016395,V & J LIQUORS INC,Liquor On Sale - Sunday,12/27/1993 00:00:00,2/29/2016 00:00:00,Active            ,6516458472,CHRISTENSEN'S BAR,1567 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3903",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0071389,CHRISTOS TWO LLC,Liquor On Sale - Sunday,8/1/1996 00:00:00,8/1/2016 00:00:00,Active            ,6512246000,CHRISTO'S GREEK RESTAURANT,214 4TH ST E ,"ST PAUL, MN 55101-6100",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0097716,CLUB MILTON INC,Liquor On Sale - Sunday,10/1/1990 00:00:00,7/1/2016 00:00:00,Active            ,6512281218,CLUB MILTON INC,334 MILTON ST N ,"ST PAUL, MN 55104-5422",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0067334,CITY OF ST PAUL PARKS & REC,Liquor On Sale - Sunday,6/4/1999 00:00:00,6/4/2016 00:00:00,Active            ,6512666445,COMO LAKESIDE PAVILION,1360 LEXINGTON PKWY N ,"ST PAUL, MN 55103-1060",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140000557,CITY OF ST PAUL PARKS & RECREATION,Liquor On Sale - Sunday,4/18/2014 00:00:00,4/18/2016 00:00:00,Active            ,6514889673,COMO PARK GOLF COURSE & CLUB HOUSE,1431 LEXINGTON PKWY N ,"ST PAUL, MN 55103-1060",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20080000874,CITY OF ST PAUL PARKS & REC,Liquor On Sale - Sunday,7/23/2008 00:00:00,7/23/2016 00:00:00,Active            ,6514872121,COMO ZOO & CONSERVATORY,1225 ESTABROOK DRIVE ,"ST PAUL, MN 55103-1060",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20080000697,COOKS OF CROCUS HILL LLC,Liquor On Sale - Sunday,6/6/2008 00:00:00,6/6/2016 00:00:00,Active            ,6512281333,COOKS OF CROCUS HILL LLC,877 GRAND AVE ,"ST PAUL, MN 55105-3008",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016386,COSSETTA'S INC.,Liquor On Sale - Sunday,4/18/2008 00:00:00,1/31/2016 00:00:00,Active            ,6512223476,COSSETTA'S,211 7TH ST W ,"ST PAUL, MN 55102-2520",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0015931,COZY BAR OF ST PAUL MN INC,Liquor On Sale - Sunday,1/19/1994 00:00:00,3/31/2016 00:00:00,Active            ,6512240640,COZY CANTINA,202 CESAR CHAVEZ ST ,"ST PAUL, MN 55107-2310",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130000648,11 EAST KELLOGG BOULEVARD LLC,Liquor On Sale - Sunday,4/7/2013 00:00:00,4/7/2016 00:00:00,Active            ,,CROWNE PLAZA SAINT PAUL RIVERFRONT HOTEL,11 KELLOGG BLVD E ,"ST PAUL, MN 55101-1005",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20110004770,DAMERA ETHIOPIAN BAR & RESTAURANT LLC,Liquor On Sale - Sunday,4/10/2013 00:00:00,4/10/2016 00:00:00,Active            ,,DAMERA,823 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4808",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150001683,BUTTER AND GUNS LLC,Liquor On Sale - Sunday,6/11/2015 12:58:04,6/10/2016 12:55:34,Pending           ,6122212221,DARK HORSE,250 7TH ST E ,"ST PAUL, MN 55101-2349",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016212,DEGIDIO INC,Liquor On Sale - Sunday,3/10/1993 00:00:00,3/31/2016 00:00:00,Active            ,6512917105,DEGIDIO'S BAR,425 7TH ST W ,"ST PAUL, MN 55102-2730",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20020001517,MONKEY BOYS INC,Liquor On Sale - Sunday,4/30/2002 00:00:00,5/1/2016 00:00:00,Active            ,6512227345,DIXIE'S BAR & SMOKEHOUSE GRILL / SAJI-YA,695 GRAND AVE ,"ST PAUL, MN 55105-3422",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130000646,411 MINNESOTA STREET LLC,Liquor On Sale - Sunday,4/7/2013 00:00:00,4/7/2016 00:00:00,Active            ,,DOUBLETREE BY HILTON SAINT PAUL,411 MINNESOTA ST ,"ST PAUL, MN 55101-1703",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
